text,negative_yn_self,distortion_yn,magnitude,distortion_category,negative_yn.y,thoughtcat,userid,Positive,Negative
I cannot believe that it is August already and that will begin my second year of college in just over two weeks.,2,2,,,no,NA,cea00424ced413c108d878b1a14f3316,1,-1
I cant wait till tomoz. Afternoon with friends will be amazing and the evening with family and friends . It will indeed be nice yeyyyyyyyyyyy,2,2,,,yes,1,NA,3,-1
"I could get back at you for what you did, but you'd probably hate me even more. So I'm going to let the choices you made bite you in the arse, saves me wasting my time...",1,1,4,mind-reading,yes,1,216924ec52555944d3d64c52390b359f,2,-4
"I decided to sneak around Kernodle Lake today, which apparently belongs to IHOP now. felt like was infiltrating base. flung myself out of sight before Jeep drove by, and then later dove into the trees when heard voice from across the lake. literally froze in fear when saw the second Jeep, then snapped to my senses and dropped flat on my stomach behind bush. think they're all up to something.",1,2,2,,yes,1,2fba0f9dccc84f3516d8b553426af527,2,-4
I decided to start studying two hours ago and haven't even opened my backpack yet. have feeling that this is going to be very bad week.,1,1,2,catastrophizing ,yes,1,dc20f5b91f427d65c9fdbab6d45c8bc2,1,-3
"I don't care about the meeting, will go, and will do it, and it will be what it is. am worried about more things than that.",1,2,2,,no,NA,c70b15854118907c8f0a234e2ba44bbc,1,-4
"I don't care if Mondays black, Tuesday, Wednesday - heart attack! Thursday, never looking back, It's Friday, I'm in love!",2,2,,,yes,1,9ac633881b30028b70f848b1278644b0,4,-4
"I don't get many things right the first time. In fact, am told that lot. Now know all the wrong turns, the stumbles and falls brought me here",1,1,2,overgeneralization,no,NA,e9970fe8848e9505b52d414d81611de8,1,-2
i dont care what they say im in love with you they try to pull me away but they dont know the truth...,1,2,2,,yes,1,4b1c871ad361b9110af86edd61511c8f,3,-1
"I drown myself in distractions to avoid the truth but it all just hurts worse, why do i do this to myself ~Signature: Killing good",1,1,4,negative filter,yes,1,d4c98fcaa23c3da6a9cb4297e9574ae9,3,-3
"I enjoy serenity. At the park. While you are seating there, Swinging, letting the wind blow pass you As you think. As you dream. As you smile.",2,2,,,no,NA,db7f1b0130b2138e13b7bbca9cc63823,3,-1
"I enjoy serenity. At the park. While you are seating there, Swinging, letting the wind blow pass you As you think. As you dream. As you smile.",2,2,,,no,NA,db7f1b0130b2138e13b7bbca9cc63823,3,-1
I feel like bloody narwhal has swum it's way into my stomach and started dancing to rave music. i'm SO NERVOUS ABOUT AUCKLAND,1,2,4,,yes,1,968157017daec34ee86050fe9bd72293,2,-3
I feel like half of my soul is wandering away from me. exploring. hope it comes back soon. Idk what to do without it,1,2,1,,yes,2,e9970fe8848e9505b52d414d81611de8,3,-1
I feel like half of my soul is wandering away from me. exploring. hope it comes back soon. Idk what to do without it,1,2,1,,yes,2,e9970fe8848e9505b52d414d81611de8,3,-1
I feel lot better now. studied for hours this...morning?...and will apply what I've learned from it. I'll need some help but that's why most of you are Witnesses and not weasels. No (unneccesary) shrinkage! (Hebrews : ),2,2,,,yes,1,f49956142aab2ad74decfd49a103c2f1,2,-1
"I feel so bad now... But what other choice do we have...? Any of you guys still up for it, or should we just stick to our old plans? TT.TT",1,2,3,,yes,2,2a9b90b41e9399bb331fef2582f657c3,1,-2
i fell and hurt my knee and just found out it is sprain and bruised and have to wear brace for weeks and no physical activity.!!!!:(:(,1,2,4,,yes,1,2dca898dfbdae6716a587adbfd99c542,1,-4
I got my new-old glasses. Though don't get why my mom is so angry about loosing the old ones since PAID for the new ones. >.>,2,2,,,yes,1,090dd511c63a028cbd1ae9f297619354,1,-4
i got the job for the rest of december and maybe i could get paid after my time and actualy work. lets see if they like me. i shouldnt worry. start saturday to,2,2,,,yes,1,NA,2,-1
"I had an awesome day: got to see Roszanna Letitia Johnstone at lunchtime, learnt how to say you smell good in french (Toi sens bien!) managed to do my turning steps without blacking out and falling over, watched doctor who and Michelle Velvin asked me to help her with ideas for her composition. :D hope tomorrow is good too!",2,2,,,yes,1,968157017daec34ee86050fe9bd72293,5,-1
"I had another one of those dreams last night, crazier than any Lewis Carroll book, as usual. dunno why people think his stuff's so out-there. It's really not.",2,2,,,yes,1,6bbc96794b1de1d531ad1168dd4da8a8,1,-1
I had dream about the most delicious chocolate waffles and Linda Nguyen was in it and Dung Dang and Diana Huynh and Kim Mai and not Anh Tuyet Tran we're all trying to decide where to get the best chocolate...mmmm...Let's go Max Brenner,2,2,,,yes,1,78d507493c70c1d8aa7df1fbffbafda8,3,-1
"I had such crazy dream last night! It included train, an orchestra concert, twix bar, lady in funny hat, stupid conductor, laptop and lunch lady who thought was In college and wouldn't believe was in middleschool.",2,2,,,yes,1,5f86969fe97dd82aba8a683fe7ce6460,2,-3
I hadn't realized how much of myself had lost in the past couple of years. stopped painting & writing. stopped producing videos about child abuse & responding to the emails produced from those videos. was completely in survival mode all over again but this time with different family & was an adult.,1,2,3,,yes,1,b2a89377dd5345b6690ba62f4ecca84e,1,-4
"I hate closing my eyes and seeing my grandmother's bed-ridden face, moments before her death. rather see an image of one of the times we were at the grocery store and she purposely hit woman with the cart for yelling at her child.",1,2,4,,yes,1,98bcd7e7d81d569867b11f4c99f61d78,1,-4
"I hate growing my hair out, learned my lesson when it comes to buzzing the back of my hair...I look like was plugged in to light socket right now....in weird mood...felt good to tell Megan to shove her appology up her ass.. :)",1,2,3,,yes,1,b5e2618b5f098dd6f94f794f354b1815,3,-4
"I hate this weather but love these holidays! Great potluck at work, two more meals over the next two days. am thankful for an awesome career opportunity, great co-workers past and present, great teachers for my kids, love and patience from my hubby and all the good memories have with my loved ones! *big hug* Happy Thanksgiving, everyone! LET THE CHRISTMAS FUN BEGIN!!!!!",2,2,,,yes,1,29cda473b52e1c75fbfe958ed3aec565,5,-5
"I hate watching the ones love most keep making horrible mistakes, knowing nothing can say will help. people... are idiots.",1,2,4,,yes,1,b6f1257ff213585723c66e253d2b92f7,3,-4
I have an annoying -year old beside me trying to rip my -gauge out of my ear. Does anyone want to take him off my hands? Going for the low price of $ . He is fully potty trained and will annoy your neighbors for hours. >>Pictures to see what you are getting: Kevin Eskew,2,2,,,no,NA,98bcd7e7d81d569867b11f4c99f61d78,1,-3
I have Blazyn again and am so happy! : ) even though he is crawling around gettin into everything!!!!!!!!!!,2,2,,,yes,1,f0d12f5b696d1a00e66f34da5c1685f5,3,-1
I have determined that Coffee is magical. It tastes great hot or cold yet really crappy at room temperature!,2,2,,,no,NA,088bf0ed841bcc366475b3975eb1b9d2,3,-5
I have gas! and tiny amount of money ^_^ wow it takes very little to make me happy. apparently bowl problem and bit of cash...,1,2,2,,yes,1,088bf0ed841bcc366475b3975eb1b9d2,3,-2
"I have just rang in sick for tomorrow which would not be so bizare if wasn't working today, well running on tramadol and high octane coffee, haven't slept but can test to the pain killing properties of Little Big Planet",1,2,3,,no,NA,NA,1,-4
I have never been very fond of Eryn's parties. that is exactly why am hiding in my room watching glee.,2,2,,,yes,1,968157017daec34ee86050fe9bd72293,4,-1
"I have pen which is blue, have friend which is you. Flowers will die, waters will dry, but our friendship will never say goodbye. ?",2,2,,,yes,1,db7f1b0130b2138e13b7bbca9cc63823,2,-3
"I have so memories of highschool but very few pictures, this worries me. What am suppose to do when am old and my memory isn't too good?",1,2,1,,yes,1,5c31d7d80e78643cd5289acec0561d77,3,-4
"I have so memories of highschool but very few pictures, this worries me. What am suppose to do when am old and my memory isn't too good?",1,2,1,,yes,1,5c31d7d80e78643cd5289acec0561d77,3,-4
"I have spider bite on my shoulder and leg, may actually take baseball bat to my bed tonight to make sure the fucker doesn't bite again, just gotta avoid the kitties. :D",1,2,3,,yes,1,b5e2618b5f098dd6f94f794f354b1815,1,-3
"I have the Hamster Dance stuck in my head. Well, looks like I'll be sitting here, bobbing up and down while running on my virtual wheel, munching carrot...*bounce bounce bounce",2,2,,,yes,1,82e932005d8c94bb93bcb54fa19f421c,2,-1
"I have to talk to the sheriff now due to Daniel's lying ex-girlfriend. Claims he stole from her when we took him to her house to see if she was really dead. She faked death, lied to him all weekend, and now trying to lie to get us in trouble.",1,2,5,,yes,1,98bcd7e7d81d569867b11f4c99f61d78,1,-4
"I hear they're showing the new Harry Potter movie after the premier of The Dark Knight Rises teaser tomorrow. Should be good...the teaser, mean.",2,2,,,yes,1,c09f6695e155f4eda37e853b52e34de7,3,-2
I hope the Senate does its job and votes according to the voice of the people... like the % that don't want sell their agency and their souls to the gov't for an uneffective and socialistic healthcare. Thanks Mr. President and the House! Thanks for screwing over and not listening to the American people!,2,2,,,yes,1,733924d2f62385907d4460bc626bd105,3,-1
"I hope you're happy! hope you're happy now! hope you're happy how you hurt your cause forever, hope you think you're clever!",2,2,,,no,NA,ca4591994c00795feecfdf8c5d96d6c9,4,-3
i just became diabetic and overweight all thanks to wonderful lasagna i just ate. it was worth every bite.,1,2,2,,yes,1,7a34c9c7e776fbf964d6da8a5c191557,3,-2
I just randomly started crying. not sad or depressed just very confused. if anything I'm just apathetic right now,1,2,4,,yes,2,088bf0ed841bcc366475b3975eb1b9d2,1,-4
I just returned from family reunion. Why is it that only see so many relatives at funerals or reunions?,2,2,,,yes,1,71f9aec34db909bb7b0a5171e695edd9,1,-1
"i just wanna remind everyone or tell that Pahola Janira Zepeda is pretty awesome and cool, to be honest i kinda wish, i was like her :( but yeah she's awesome :D",1,1,1,unfair comparison,no,NA,d5380466e18422d7b2c2d54d57cbbde2,5,-2
"I know for sure, that we are moving to hartford, just don't know where in hartford. Got to look at the last houses today, and then we will choose.",2,2,,,no,NA,c70b15854118907c8f0a234e2ba44bbc,1,-1
"I know it's bad, but every time see article about the Japan nuclear powerplant, especially another leak into the ocean, think this is the start of Godzilla...",2,2,,,yes,1,9138a4af7fa7a5c5bf363d867ff6c56c,1,-2
"I look out the window, and lo and behold, see Quailman running back and forth doing some somersaults, too.",2,2,,,yes,1,b121d90e407cd597da17491f36e7b2c5,1,-1
I love how everyone on Youtube calls me an internet bully when in reality I'm just owning these mutha fuckahs with my words and they mad,1,1,4,inability to disconfirm ,yes,1,478b92a554c6ef2c8c9a4bfba3a9886b,3,-2
"I love my family so much. don't see them often enough or tell them often enough, but really would lose my mind without them. < love you all!",2,2,,,no,NA,276d9dae51d0748f843b3525458ef54e,4,-1
I love my mom! For all of you that aren't too proud to say thank you to your moms for helping you be the great person you are today... please copy and paste to your profile! expect to see this many times on my page,2,2,,,yes,1,aed86a3085a364f5484679649f064467,4,-1
"I love spring!! We get all sorts of awesome visitors! Tonight, handsome little froggy came to see me. :)",2,2,,,yes,1,d5380466e18422d7b2c2d54d57cbbde2,5,-1
"I love what youtube commercials have done to people. Threats of suicide, killing sprees, and computer destruction all because of second interruption you can mute.",1,2,2,,yes,1,4764518d32334248e6ebbf681a18fd0c,3,-4
"I love you all, but no matter how good of friend you are - am still not planning farmville :) if i ever change my mind - i will tell you guys",2,2,,,yes,1,f94ef75532e74a0a750e9345d02889ab,3,-1
I made Tyler cry the other day. cant seem to look at myself the same anymore. hate who i am. -pOOfkAt,1,1,4,personalizing,yes,1,17938acf2d8d382eac91a3072bcae8b5,1,-4
I made Tyler cry the other day. cant seem to look at myself the same anymore. hate who i am. -pOOfkAt,1,1,4,personalizing,yes,1,17938acf2d8d382eac91a3072bcae8b5,1,-4
I may have just experienced an epiphany: My sanity is indubitable! For person can not doubt what somewhat evidently does not exist. Feel free to discuss if you should so wish.,2,2,,,yes,1,71469de066cfab67bc4463ef1a74ba25,2,-1
"I messed up so bad and said things didn't mean to say :( what can i do to fix everything. All my life break things and try to put them back together, don't wanna break anything anymore :'( baby love you Diana Campero Vigueras <",1,1,4,labeling/all-or-nothing,yes,1,NA,3,-2
"I messed up so bad and said things didn't mean to say :( what can i do to fix everything. All my life break things and try to put them back together, don't wanna break anything anymore :'( baby love you Diana Campero Vigueras <",1,1,4,labeling/all-or-nothing,yes,2,NA,3,-2
"I miss when there used to be education in educational television. You know... When History Channel wasn't filled with WII Documentaries, and reality television bull.",1,2,2,,yes,1,74dbe25adb304907217314e9e1a61037,2,-2
