text,userid,negative_yn_self,distortion_yn,quote,magnitude,distortion.category,negative_yn.y,Positive,Negative
Matt: *confusiion* Me: see you have emphasized your sense of confusion my friend but i must say that unless they made wii game out of being confused as hell don't think the word is supposed to have two I's haha,ab46b30d5f936aa0c0749b9fc45db42f,2,2,,NA,,yes,2,-2
how come kids hate learning new language??? i find it to be really fun! but it sucks because no one else likes it...,a8b2c778af65ca2c46306554f338cacb,1,2,,2,,yes,4,-4
My life=psychological warfare. choose not to... it's against my will... know the game we're playing now. And thought you'd like to know... ALWAYS WIN.,a8b2c778af65ca2c46306554f338cacb,1,2,,1,,yes,2,-3
Before fell asleep i was looking up stuff on my pod that made me laugh fell asleep laughing later on last night was laughing in my sleep and it woke me up . had no idea what was going on in my subconscious ... XD,a8b2c778af65ca2c46306554f338cacb,2,2,,NA,,no,2,-1
"i already know that sleep is mandatory for neurogenesis but others are seen as more successful and hardworking than me since they stay up, soooo goodbye sleep hello success ..... :( i guess...???",a8b2c778af65ca2c46306554f338cacb,2,2,,NA,,no,3,-2
"Rather fed up with these /Cancer awareness facebook statuses/"". Why? Cause they do nothing to raise awareness. The ugly face of cancer isn't some joke about bras or make people think you're pregnant- it's the loss of loved ones",a7d9818f6165cd5c84b8578185ccd616,1,2,,4,,yes,4,-4
I wonder if Dad thinks I'm smart and responsible enough to live on an island for weeks alone with my closest neighbor over mile away? Emotion: CONFUSED!!!!!!! =(,a7a3af125074cb806a200f51ea7e10bf,1,2,,1,,yes,2,-2
"I'M FEELIG SUPER LIGHTHEADED RIGHT NOW, CAUSE HAVEN'T EATEN ANYTHING SINCE DINNER AT LAST NIGHT! BETTER GO EAT!",a7a3af125074cb806a200f51ea7e10bf,1,2,,3,,yes,3,-1
BEING DRIVEN MAD BY THE SMELL OF CHILI!!!!!!!!!!!!!!!!!!!!!! AHHHHHHHHHHHHHHHHH!!!!!!!!!!! (WELL...MADDER)!,a7a3af125074cb806a200f51ea7e10bf,2,2,,NA,,yes,3,-4
CAN'T WAIT FOR MIDNIGHT NIGHT! FINALLY THE BIG RELATIONSHIP SECRET WILL BE EXPOSED! YAY! HATE SECRETS!,a7a3af125074cb806a200f51ea7e10bf,2,2,,NA,,yes,3,-5
"FOR THE ST TIME IN LIKE YEARS I'M NOT EVEN SLIGHTLY HYPER! ITS KINDA CREEPY CUZ IM ALWAYS AT LEAST SLIGHTLY HYPER, USUALLY MORE! BUT NOW...",a7a3af125074cb806a200f51ea7e10bf,2,2,,NA,,no,3,-1
JUST HAD AN EPIPHANY...I SHOULD OPEN MY OWN RESTAURANT WITH ALL CAN EAT BACON BUFFET AND EVERYTHING BACON...EVEN THE DESSERTS!!!!!,a7a3af125074cb806a200f51ea7e10bf,2,2,,NA,,no,2,-1
OMG OMG OMG....ONLY DAYS HRS AND MINS LEFT TIL THE FINAL INSTALLMENT OF HARRY POTTER AND THE DEATHLY HOLLOWS IS SHOWN IN THEATRES!!!!!!!,a7a3af125074cb806a200f51ea7e10bf,2,2,,NA,,yes,2,-4
Does anyone know much about the cheap manc to london bus's? trying to work out the cheapest way to get to reading and back,a79d99cb1fe61ceea2737bb7fa6f9c53,2,2,,NA,,yes,1,-2
I went to the temple with my roommates today! The Rexburg Temple is absolutely gorgeous! :D Had fabulous time!,a6fb3c3b079393e9d341579a71652031,2,2,,NA,,yes,5,-1
why the fuck do they allow retarded people into collage especially when they can not be social without pissing people the fuck off im not in the fucking mood,a504bfd98bdc8e7a61edcfe8c4e2a801,1,1,,4,labeling,yes,1,-3
Remember if life gives you lemons make grape juice and let them all wonder how the hell you did it. ^_^ -quoted from Scarlet Dobson,a2fc47ae8cc8f3f81925ba5ec15d9cde,2,2,,NA,,no,2,-2
"post-concussion, is taxed by subpar motor skills and an attention span even shorter than??fuck, what was talking about? Remarkably, alcohol does not improve these symptoms.",a2c6601da2d6b75806755bb6f429be84,2,2,,NA,,yes,1,-3
"To all you Singers who are going to be having blast in NYC; Be good. And if you can't be good, be safe.",a060ba39cf74d8b9f97354e3f83df67a,1,2,,2,,yes,3,-1
"(Reposted from friend) Has your facebook been slow recently? Some one else found this & have found it on mine, not sure where it's from ---- To check your application settiings, go to Settings, select /application settings/""",a060ba39cf74d8b9f97354e3f83df67a,2,2,,NA,,yes,2,-1
Had great time tonight w// John. Went to bar where friend was DJing. Then went to gay bar and got hit on by every guy there. It was awesome.,a060ba39cf74d8b9f97354e3f83df67a,2,2,,NA,,yes,4,-2
Winter term is done. wonder when I'll find out my grades. have about week of rest and then the real fun begins. Spring term.,a060ba39cf74d8b9f97354e3f83df67a,2,2,,NA,,no,2,-1
"would really like to go to The Land with certin someone, but has to set up for party that someone can't make it to...",a060ba39cf74d8b9f97354e3f83df67a,2,2,,NA,,no,3,-1
"Is there truly anything more satisfying than revenge? Hell No.. waking me up at in the fucking morning was big mistake asshole. Fuck with the Devil you get the horns enjoy your first of many dark, cold nights alone.",a00339d3cd4071e4c1fbcccb7beb0f6c,1,2,,5,,no,3,-3
"Thanks everyone, Thanks to my dad ive got bottles of Absinthe, so im just debating whether to put some in my coffee, % proof coffee haha",a00339d3cd4071e4c1fbcccb7beb0f6c,2,2,,NA,,no,2,-1
"PROMISE TO MY CHILD: will stalk you, flip out on you, lecture you, drive you crazy, be your worst nightmare and hunt you down like bloodhound when needed...because LOVE YOU! When you understand that, will know you are responsible adult. You won't find someone who loves you, prays for you, cares about you, and worries about you more than me. Re-post this is you relate. (This is so motherhood)",9f67231b558a8e1bf07dfcc5a1aa469c,2,2,,NA,,yes,4,-4
"There's site called spokeo.com. It's new online USA phone book w//personal info. Everything from pics you've posted on FB or the web, your approx credit score, photos of your home, etc. Remove yourself by searching your name, copy the URL of your page, then go to the bottom of the page and click on the Privacy button to remove your...self. Re-post so your FB friends are aware Thanks, Mark, for the info.See More",9f67231b558a8e1bf07dfcc5a1aa469c,2,2,,NA,,yes,2,-1
"Heading to the memorial centre, check out Wetaskiwin's latest alcohol bylaw. Check it out Show starts at lol",9dd7f7334805e00a32bd69354b722aac,2,2,,NA,,no,2,-1
"the stone that sits on the very top of the mountain's mighty face, does he think he's more important than the stones that form the base?",9bd3d999748564c9418bdb17de9561a5,2,2,,NA,,yes,1,-1
"Generation nothing, Nothing but dead scene, Product of white dream, am not the singer that you wanted but dancer, refuse to answer, Talk about the past sir, Rooting for the ones who want to get away! Keep running!!!",9ac633881b30028b70f848b1278644b0,2,2,,NA,,yes,2,-4
"I don't care if Mondays black, Tuesday, Wednesday - heart attack! Thursday, never looking back, It's Friday, I'm in love!",9ac633881b30028b70f848b1278644b0,2,2,,NA,,yes,4,-4
"Finally making some progress in the / Let's start band/"" domain. Thank you Matt for the bass player pick-up. Thought we'd remain DIY two-piece for awhile. Surely",9963eb029cd100ade5c37f057b7b13e9,2,2,,NA,,no,2,-1
"She's got eyes that let all of me in. face colored rose that i love to read, She makes me feel as deadly as sin.",9963eb029cd100ade5c37f057b7b13e9,2,2,,NA,,yes,3,-2
"I been watching Syd play /Five/"" on Call of Duty: Black Ops for the past two weeks and finally decided to play today. You know it is sad if get more kills on /""Five/"" than bunch of supposed veterans my first time playing. All have to say is.... /""WATCH YOUR STUPID DOORS!/"" ...Stupid people opening additional areas instead of watching their doors.""",98bcd7e7d81d569867b11f4c99f61d78,1,2,,2,,yes,2,-4
"I hate closing my eyes and seeing my grandmother's bed-ridden face, moments before her death. rather see an image of one of the times we were at the grocery store and she purposely hit woman with the cart for yelling at her child.",98bcd7e7d81d569867b11f4c99f61d78,1,2,,4,,yes,1,-4
"I have to talk to the sheriff now due to Daniel's lying ex-girlfriend. Claims he stole from her when we took him to her house to see if she was really dead. She faked death, lied to him all weekend, and now trying to lie to get us in trouble.",98bcd7e7d81d569867b11f4c99f61d78,1,2,,5,,yes,1,-4
"I think some Russian girl thinks I'm guy online and is trying to solicite me for free pass out of Russia. went along with it at first by sending two emails back, just thinking it was joke.... I'm now fully convinced that it is not friend playing joke on me. This psycho is talking about marriage and keeps sending me pictures of herself. She ended the letter with /Your girlfriend Elena/"".""",98bcd7e7d81d569867b11f4c99f61d78,1,2,,2,,yes,2,-1
"If don't know who the fuck you are, don't tag me in picture of you.....especially not as the space in-between your eyes.",98bcd7e7d81d569867b11f4c99f61d78,1,2,,4,,yes,1,-3
Newton & Rockdale Counties under flood watch til AM Friday. Ugh. Damn rain. won't let it stop me from smoking though.,98bcd7e7d81d569867b11f4c99f61d78,1,2,,2,,yes,1,-3
Stressed out due to Kevin's mom attempting to fuck us over. hope we can make enough for an apartment soon.,98bcd7e7d81d569867b11f4c99f61d78,1,2,,3,,yes,3,-3
"Best news for me: Mayhem Fest in Atlanta Georgia is on August . I'll be back from California by then, still get to go. Yesh!",98bcd7e7d81d569867b11f4c99f61d78,2,2,,NA,,no,2,-1
"can not wait to go to Six Flags with Kevin this Saturday. Too bad family & Uncle will be with....but, it will be my birthday. :D",98bcd7e7d81d569867b11f4c99f61d78,2,2,,NA,,yes,2,-2
"Dad approves of Kevin & being engaged. Thank God! {Not religious, just using the phrase!} That takes off lot of stress from my back. would of cried if he told us /NO./""""",98bcd7e7d81d569867b11f4c99f61d78,2,2,,NA,,no,3,-4
"finds it very amusing how child's mind is like sponge. They are very gullible. Sorry huns, but the fish will not crawl out of the fish tank.",98bcd7e7d81d569867b11f4c99f61d78,2,2,,NA,,yes,3,-3
I have an annoying -year old beside me trying to rip my -gauge out of my ear. Does anyone want to take him off my hands? Going for the low price of $ . He is fully potty trained and will annoy your neighbors for hours. >>Pictures to see what you are getting: Kevin Eskew,98bcd7e7d81d569867b11f4c99f61d78,2,2,,NA,,no,1,-3
"I wish that could have super cool amazing life...then, remembered live in Covington, Georgia. Mission Impossible!",98bcd7e7d81d569867b11f4c99f61d78,2,2,,NA,,yes,4,-1
"Still trying to think of Halloween ideas. :( Trying to get Kevin to go as Batman or House. Josh as slave, dog, or male prostitute. Sydney as Black Jesus or terrorist. Me as.... don't know. So far, we thought of school girl, teacher, Josh's pimp, or Kevin & both dress as opposite gender. don't remember trick-or-treating, but mom said did about times. So, want to make this Halloween memorable.",98bcd7e7d81d569867b11f4c99f61d78,2,2,,NA,,no,2,-3
"Butterflies don't know the color of their wings, but human eyes know how beautiful it is. Likewise you don't know how good are, but others can u special.",98402a19f626c91d1795df7446906795,2,2,,NA,,yes,3,-1
"Italy had it all (esp in nd half)........Pace, Passion, Passes.........but their South American opponents Paraguay were equal task.....dey held Champions draw",98402a19f626c91d1795df7446906795,2,2,,NA,,yes,1,-1
Team India has achieved superb victory. Haven't stopped smiling. I'm feeling on top of world!!!! Bleeding Blue :),98402a19f626c91d1795df7446906795,2,2,,NA,,yes,3,-1
wishes everyone very happy & prosperous Diwali. May the Festival of Light bring Peace in to our lives!!!,98402a19f626c91d1795df7446906795,2,2,,NA,,yes,3,-1
"/Blackbird singing in the dead of night take these broken wings and learn to fly. all your life you were only waiting for this moment to arise./""""",97f81977a2a65e27bfc41ff2e3f6591e,2,2,,NA,,yes,1,-3
incense...zen garden...hippies...peace signs....candles....flowers...............metallica...........,97f81977a2a65e27bfc41ff2e3f6591e,2,2,,NA,,yes,1,-1
"just so you know, johnny depp is my new favorite actor. cause not all of his movies are pg- for the wrong reasons. (insert cough and jim carreys name here). =)",97f81977a2a65e27bfc41ff2e3f6591e,2,2,,NA,,yes,2,-2
me and Krista decided to sit outside while it was pouring out. it was awesome. we've decided that we're going to do that every time it rains now. =p,97f81977a2a65e27bfc41ff2e3f6591e,2,2,,NA,,yes,4,-1
"reeeeeeaaaaaaaaally wants to see the new Pirates movie. and harry potter, but i have to wait for that....",97f81977a2a65e27bfc41ff2e3f6591e,2,2,,NA,,yes,2,-1
Would it knew i like time your wasting is this that out find will you this reading time sweet your took you since. (Now read it backwards!),97f81977a2a65e27bfc41ff2e3f6591e,2,2,,NA,,yes,2,-1
"More plans for when rule the country: .Rename /britains got talent/"" /""Britain's got educationally subnormal people/"".""",97d694df56a84b8f9449d7ee174f3ee5,2,2,,NA,,yes,2,-1
"Ok, just out of interest, how would you describe me in word or short phrase? No need to be nice, just honest.",97d694df56a84b8f9449d7ee174f3ee5,2,2,,NA,,no,3,-1
Argh! have two assignments and i'm busy every single day from here to the end of the holidays because of tap and people still want me to do things with them. It is madness tell you!,968157017daec34ee86050fe9bd72293,1,2,,3,,yes,1,-3
"don't you just loooove it when you comment on status and the person who was previously replying, doesn't reply? Ohhhh good times... NOT.",968157017daec34ee86050fe9bd72293,1,2,,3,,yes,3,-1
